index_col,stock_code,shortname,fullname,city,region,income,profit,number,comedate,book,report,industry,product,bussiness
59,89,深圳机场,深圳市机场股份有限公司,深圳市,宝安区,175925.96,36951.25,5444,1998-04-20,--,,机场,主营业务:航空客货运输地面服务、郊区公路客货运输、航空客货物流代理业务等劳务。,航空客货运输地面服务、郊区公路客货运输、航空客货物流代理业务等劳务。
60,90,天健集团,深圳市天健(集团)股份有限公司,深圳市,福田区,346335.15,20429.92,5978,1999-07-21,--,,专业工程,主营业务:提供商品住宅的开发及销售、工程施工劳务、物业租赁服务、物业管理服务、商业运营及服务。,提供商品住宅的开发及销售、工程施工劳务、物业租赁服务、物业管理服务、商业运营及服务。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
61,96,广聚能源,深圳市广聚能源股份有限公司,深圳市,南山区,81939.21,8061.14,398,2000-07-24,--,,石油天然气贸易,主营业务:从事油品、液化石油气销售、液体化工品仓储及电力投资,从事油品、液化石油气销售、液体化工品仓储及电力投资
62,99,中信海直,中信海洋直升机股份有限公司,深圳市,罗湖区,63073.84,4277.43,1090,2000-07-31,--,,航空,主营业务:通用航空飞行服务和维修服务,通用航空飞行服务和维修服务
63,100,TCL集团,TCL集团股份有限公司,惠州市,惠城区,5252374.8,158593.9,75059,2004-01-30,--,,电视机,主营业务:从事研究、开发、生产、销售电子产品及通讯设备、新型光电、液晶显示器件，五金交电，VCD、DVD视盘机，家庭影院系统，电子计算机及配件，电池，数字卫星电视接收机，建筑材料，普通机械。,从事研究、开发、生产、销售电子产品及通讯设备、新型光电、液晶显示器件，五金交电，VCD、DVD视盘机，家庭影院系统，电子计算机及配件，电池，数字卫星电视接收机，建筑材料，普通机械。
64,150,宜华健康,宜华健康医疗股份有限公司,汕头市,澄海区,115390.34,17539.59,18022,2000-08-07,--,,医疗服务,主营业务:健康医疗服务,健康医疗服务
65,151,中成股份,中成进出口股份有限公司,北京市,丰台区,79795.33,5698.8,393,2000-09-06,--,,贸易,主营业务:成套设备与技术进出口、一般贸易和境外经营。,成套设备与技术进出口、一般贸易和境外经营。
66,153,丰原药业,安徽丰原药业股份有限公司,芜湖市,无为县,147540.7,3808.11,4571,2000-09-20,--,,化学制剂,主营业务:生物药、中药、化学合成药及其制剂等方面的研究、开发、生产和销售。,生物药、中药、化学合成药及其制剂等方面的研究、开发、生产和销售。
67,155,川能动力,四川省新能源动力股份有限公司,成都市,青白江区,256514.84,3244.61,188,2000-09-26,--,,氮肥,主营业务:从事合成氨、尿素、三聚氰胺、硝酸铵、氮磷复合肥、硫酸、硝酸、硫酸钾、过氧化氢、液体二氧化碳、催化剂等化肥、化工产品的生产和销售，风力发电、光伏发电,从事合成氨、尿素、三聚氰胺、硝酸铵、氮磷复合肥、硫酸、硝酸、硫酸钾、过氧化氢、液体二氧化碳、催化剂等化肥、化工产品的生产和销售，风力发电、光伏发电
68,156,华数传媒,华数传媒控股股份有限公司,杭州市,滨江区,156057.12,31691.69,4937,2000-09-06,--,,有线电视,主营业务:杭州地区有线电视网络运营和面向全国的互动电视、手机电视、互联网电视、互联网视频、广告等传媒信息服务业,杭州地区有线电视网络运营和面向全国的互动电视、手机电视、互联网电视、互联网视频、广告等传媒信息服务业
69,157,中联重科,中联重科股份有限公司,长沙市,岳麓区,1472028.36,86421.79,13461,2000-10-12,--,,工程机械,主营业务:混凝土机械、起重机械、路面机械、环卫机械等产品及配套件的开发、生产、销售和租赁。,混凝土机械、起重机械、路面机械、环卫机械等产品及配套件的开发、生产、销售和租赁。
70,158,常山北明,石家庄常山北明科技股份有限公司,石家庄市,长安区,375608.09,2999.39,5054,2000-07-24,--,,棉纺,主营业务:纯棉纱布和涤棉纱布的生产销售；自产产品和技术的进出口业务；棉花批发、零售；软件和信息技术服务业,纯棉纱布和涤棉纱布的生产销售；自产产品和技术的进出口业务；棉花批发、零售；软件和信息技术服务业
71,159,国际实业,新疆国际实业股份有限公司,乌鲁木齐市,新市区,31976.26,-3915.47,400,2000-09-26,--,,石油天然气贸易,主营业务:油品批发、零售、仓储、运输；能源贸易；房地产开发与销售。,油品批发、零售、仓储、运输；能源贸易；房地产开发与销售。
72,166,申万宏源,申万宏源集团股份有限公司,乌鲁木齐市,天山区,607508.57,206556.54,13594,2015-01-26,--,,证券,主营业务:金融投资、股权投资等,金融投资、股权投资等
73,301,东方盛虹,江苏东方盛虹股份有限公司,苏州市,吴江区,48100.79,6968.49,573,2000-05-29,--,,火电,主营业务:民用涤纶长丝的研发、生产和销售，以电力、热能、营业房出租、房地产开发、 平台贸易为补充。,民用涤纶长丝的研发、生产和销售，以电力、热能、营业房出租、房地产开发、 平台贸易为补充。
74,333,美的集团,美的集团股份有限公司,佛山市,顺德区,14262383.7,1293684.6,101826,2013-09-18,--,,空调、小家电,主营业务:以家电产业为主，涉足电机、物流等领域，旗下分为四大业务板块，分别为大家电、小家电、电机及物流,以家电产业为主，涉足电机、物流等领域，旗下分为四大业务板块，分别为大家电、小家电、电机及物流
75,338,潍柴动力,潍柴动力股份有限公司,潍坊市,奎文区,8226390.69,439258.74,41402,2007-04-30,--,,汽车零部件,主营业务:研究、生产及销售发动机及其零部件、重型汽车、重型汽车车桥、变速箱及其他汽车零部件等业务,研究、生产及销售发动机及其零部件、重型汽车、重型汽车车桥、变速箱及其他汽车零部件等业务
76,400,许继电气,许继电气股份有限公司,许昌市,魏都区,265685.91,13197.98,5662,1997-04-18,--,,电气自控设备,主营业务:从事电力系统二次设备和一次设备的研制、销售,从事电力系统二次设备和一次设备的研制、销售
77,401,冀东水泥,唐山冀东水泥股份有限公司,唐山市,丰润区,782350.05,51580.98,14224,1996-06-14,--,,水泥,主营业务:生产和销售水泥、熟料以及石灰石开采和销售,生产和销售水泥、熟料以及石灰石开采和销售
78,402,金融街,金融街控股股份有限公司,北京市,西城区,662935.8,86497.12,3415,1996-06-26,--,,房地产开发,主营业务:房地产开发和经营,房地产开发和经营
79,403,振兴生化,振兴生化股份有限公司,太原市,小店区,42656.82,6671.32,1111,1996-06-28,--,,生物医药,主营业务:生产和销售血液制品,生产和销售血液制品
80,404,长虹华意,长虹华意压缩机股份有限公司,景德镇市,昌江区,473563.4,6026.65,6441,1996-06-19,--,,压缩机,主营业务:冰箱压缩机及商用压缩机的研发、生产和销售,冰箱压缩机及商用压缩机的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
81,407,胜利股份,山东胜利股份有限公司,济南市,历下区,213150.29,7200.5,1481,1996-07-03,--,,燃气,主营业务:天然气、生物、农化、塑胶等产业组成,天然气、生物、农化、塑胶等产业组成
82,408,藏格控股,藏格控股股份有限公司,海西蒙古族藏族自治州,格尔木市,113822.31,43222.72,1776,1996-06-28,--,,钾肥,主营业务:钾肥(氯化钾)的生产和销售。,钾肥(氯化钾)的生产和销售。
83,409,*ST地矿,山东地矿股份有限公司,济南市,历城区,66247.17,-17878.64,1887,1996-06-27,--,,综合,主营业务:矿石的开采、加工及矿产品销售,矿石的开采、加工及矿产品销售
84,410,沈阳机床,沈阳机床股份有限公司,沈阳市,于洪区,333936.33,2524.8,11877,1996-07-18,--,,机床设备,主营业务:金属切削机床制造,金属切削机床制造
85,411,英特集团,浙江英特集团股份有限公司,杭州市,下城区,1009629.77,4984.4,2432,1996-07-16,--,,医药商业,主营业务:主要从事药品及医疗器械批发业务,主要从事药品及医疗器械批发业务
86,413,东旭光电,东旭光电科技股份有限公司,石家庄市,石家庄市,1112985.18,85829.61,7931,1996-09-25,--,,显示器件,主营业务:电真空玻璃器件及其配套电子元器件的生产与销售和平板显示玻璃基板及其装备的研发、生产与销售等,电真空玻璃器件及其配套电子元器件的生产与销售和平板显示玻璃基板及其装备的研发、生产与销售等
87,415,渤海租赁,渤海租赁股份有限公司,乌鲁木齐市,沙依巴克区,1987030.5,128976.3,800,1996-07-16,--,,其他非银行金融,主营业务:融资租赁和经营性租赁,融资租赁和经营性租赁
88,416,民生控股,民生控股股份有限公司,青岛市,崂山区,642.35,479.97,63,1996-07-19,--,,其他非银行金融,主营业务:典当、财富管理及保险经纪,典当、财富管理及保险经纪
89,417,合肥百货,合肥百货大楼集团股份有限公司,合肥市,庐阳区,557601.4,16368.56,9248,1996-08-12,--,,百货,主营业务:百货零售业、农产品交易市场两大类业务,百货零售业、农产品交易市场两大类业务
90,418,小天鹅A,无锡小天鹅股份有限公司,无锡市,无锡市,1205693.83,90204.7,9890,1997-03-28,--,,洗衣机,主营业务:家用洗衣机的研发、生产和销售,家用洗衣机的研发、生产和销售
91,419,通程控股,长沙通程控股股份有限公司,长沙市,雨花区,193772.45,8111.84,3860,1996-08-16,--,,百货,主营业务:商业零售业、典当业及旅游酒店业,商业零售业、典当业及旅游酒店业
92,420,吉林化纤,吉林化纤股份有限公司,吉林市,昌邑区,129379.35,7877.68,5302,1996-08-02,--,,粘胶纤维,主营业务:从事粘胶纤维的生产、研发和销售,从事粘胶纤维的生产、研发和销售
93,421,南京公用,南京公用发展股份有限公司,南京市,建邺区,173346.98,8696.35,2871,1996-08-06,--,,燃气,主营业务:客运业务、燃气业务及房地产业务,客运业务、燃气业务及房地产业务
94,422,*ST宜化,湖北宜化化工股份有限公司,宜昌市,猇亭区,623723.66,23821.43,9871,1996-08-15,--,,氮肥,主营业务:化肥及化工产品的制造和销售。,化肥及化工产品的制造和销售。
95,423,东阿阿胶,东阿阿胶股份有限公司,聊城市,东阿县,298598.24,86225.27,4836,1996-07-29,--,,中药生产,主营业务:从事阿胶及阿胶系列产品的研发、生产和销售业务,从事阿胶及阿胶系列产品的研发、生产和销售业务
96,425,徐工机械,徐工集团工程机械股份有限公司,徐州市,鼓楼区,2394395.08,110403.01,13620,1996-08-28,--,,工程机械,主营业务:主要从事工程起重机械、铲运机械、压实机械、混凝土机械、路面机械、消防机械、其他工程机械及工程机械备件的研发、制造和销售。,主要从事工程起重机械、铲运机械、压实机械、混凝土机械、路面机械、消防机械、其他工程机械及工程机械备件的研发、制造和销售。
97,426,兴业矿业,内蒙古兴业矿业股份有限公司,赤峰市,松山区,113163.3,36761.1,315,1996-08-28,--,,铅锌,主营业务:有色金属采选及冶炼,有色金属采选及冶炼
98,428,华天酒店,华天酒店集团股份有限公司,长沙市,芙蓉区,47831.17,-14318.84,5197,1996-08-08,--,,酒店,主营业务:住宿、餐饮。,住宿、餐饮。
99,429,粤高速A,广东省高速公路发展股份有限公司,广州市,越秀区,153586.41,77900.22,2191,1998-02-20,--,,高速公路,主营业务:广佛高速公路和佛开高速公路的收费和养护工作，投资科技产业及提供相关咨询,广佛高速公路和佛开高速公路的收费和养护工作，投资科技产业及提供相关咨询
100,430,张家界,张家界旅游集团股份有限公司,张家界市,永定区,19047.54,2013.84,1139,1996-08-29,--,,景区,主营业务:旅游项目经营；旅游客运；旅行社经营；其他:酒店经营、房屋租赁、广告代理等,旅游项目经营；旅游客运；旅行社经营；其他：酒店经营、房屋租赁、广告代理等
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
101,488,晨鸣纸业,山东晨鸣纸业集团股份有限公司,潍坊市,寿光市,1555133.40,178463.10,15009,2000-11-20,--,,造纸,主营业务:机制纸及板纸和造纸原料、造纸机械、电力、热力的生产与销售,机制纸及板纸和造纸原料、造纸机械、电力、热力的生产与销售
102,498,山东路桥,山东高速路桥集团股份有限公司,济南市,市中区,560059.12,13481.92,8703,1997-06-09,--,,路桥建设,主营业务:路桥工程施工与养护施工,路桥工程施工与养护施工
103,501,鄂武商A,武汉武商集团股份有限公司,武汉市,江汉区,885255.60,57645.78,11482,1992-11-20,--,,百货,主营业务:商业零售及批发业务,商业零售及批发业务
104,502,绿景控股,绿景控股股份有限公司,广州市,海珠区,859.74,-2427.25,192,1992-11-23,--,,房地产开发,主营业务:从事房地产开发及物业管理业务,从事房地产开发及物业管理业务
105,503,国新健康,国新健康保障服务集团股份有限公司,海口市,龙华区,2235.33,-8827.34,1167,1992-11-30,--,,电子商务B2B,主营业务:医药电子商务、医疗福利管理等,医药电子商务、医疗福利管理等
106,504,南华生物,南华生物医药股份有限公司,长沙市,天心区,3600.31,-1544.99,143,1992-12-08,--,,节能环保,主营业务:媒体业务；生物资源、干细胞和免疫细胞储存，生命科学技术、组织工程技术及其他生物技术研发业务,媒体业务；生物资源、干细胞和免疫细胞储存，生命科学技术、组织工程技术及其他生物技术研发业务
107,505,京粮控股,海南京粮控股股份有限公司,海口市,龙华区,363962.60,5991.90,2968,1992-12-21,--,,房地产开发,主营业务:植物油加工及食品制造。,植物油加工及食品制造。
108,506,中润资源,中润资源投资股份有限公司,济南市,历下区,20180.33,-2621.52,1650,1993-03-12,--,,黄金,主营业务:矿业投资与房地产开发,矿业投资与房地产开发
109,507,珠海港,珠海港股份有限公司,珠海市,珠海市,95521.71,12115.75,2102,1993-03-26,--,,港口,主营业务:港口及其配套设施的项目投资；电力项目投资；玻璃纤维制品项目投资；饮料项目投资；化工原料及化工产品项目投资。,港口及其配套设施的项目投资；电力项目投资；玻璃纤维制品项目投资；饮料项目投资；化工原料及化工产品项目投资。
110,509,华塑控股,华塑控股股份有限公司,南充市,顺庆区,117546.38,-422.75,70,1993-05-07,--,,其他建材,主营业务:园林工程、大宗商品贸易。,园林工程、大宗商品贸易。
111,510,金路集团,四川金路集团股份有限公司,德阳市,旌阳区,99400.03,7338.22,2537,1993-05-07,--,,氯碱,主营业务:从事PCV树脂和烧碱的生产与销售,从事PCV树脂和烧碱的生产与销售
112,511,烯碳退,银基烯碳新材料集团股份有限公司,沈阳市,沈河区,--,--,179,1993-05-18,--,,非金属新材料,贸易类、房地产、生产类、技术平台开发类,"石墨类产品、石墨烯及纳米碳、碳素类产品、耐火材料、活性碳类产品、烯碳新材料、稀土碳基复合材料、矿产品、金属和非金属材料销售(不含危险化学品),烯碳新材料技术开发和技术转让,城市基础设施投资等。"
113,513,丽珠集团,丽珠医药集团股份有限公司,珠海市,金湾区,456470.35,63335.43,7219,1993-10-28,--,,化学制剂,主营业务:研究、开发、生产和销售医药产品。,研究、开发、生产和销售医药产品。
114,514,渝开发,重庆渝开发股份有限公司,重庆市,渝中区,26621.48,1622.68,740,1993-07-12,--,,房地产开发,主营业务:主要从事房地产开发、房屋销售及租赁、物业管理、会展经营、酒店经营管理、市政工程代理。,主要从事房地产开发、房屋销售及租赁、物业管理、会展经营、酒店经营管理、市政工程代理。
115,516,国际医学,西安国际医学投资股份有限公司,西安市,碑林区,161090.27,220891.02,3724,1993-08-09,--,,百货,主营业务:大健康医疗服务和现代医学技术转化应用,大健康医疗服务和现代医学技术转化应用
116,517,荣安地产,荣安地产股份有限公司,宁波市,海曙区,126822.45,17456.10,1182,1993-08-06,--,,房地产开发,主营业务:从事房地产开发、经营；物业服务；建设工程承包等,从事房地产开发、经营；物业服务；建设工程承包等
117,518,四环生物,江苏四环生物股份有限公司,无锡市,江阴市,18090.37,102.87,280,1993-09-08,--,,生物医药,主营业务:药品、保健品的研发、生产和销售,药品、保健品的研发、生产和销售
118,519,中兵红箭,中兵红箭股份有限公司,湘潭市,湘潭市,206829.96,15532.77,8838,1993-10-08,--,,超硬材料,主营业务:超硬材料及其制品和内燃机配件的研发、生产、销售,超硬材料及其制品和内燃机配件的研发、生产、销售
119,520,长航凤凰,长航凤凰股份有限公司,武汉市,江汉区,45906.72,5126.43,460,1993-10-25,--,,航运,主营业务:从事干货运输,从事干货运输
120,521,长虹美菱,长虹美菱股份有限公司,合肥市,蜀山区,927150.96,5068.42,17179,1993-10-18,--,,冰箱、空调,主营业务:冰箱、冰柜、空调、洗衣机白色家电产品研发、生产与销售。,冰箱、冰柜、空调、洗衣机白色家电产品研发、生产与销售。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
121,523,广州浪奇,广州市浪奇实业股份有限公司,广州市,天河区,585176.98,1717.32,848,1993-11-08,--,,洗涤产品,"主营业务:从事""浪奇""、""高富力""和""维可倚""等品牌的洗涤用品和磺酸、精甘油、AES等化工原料的开发、生产和销售","从事""浪奇""、""高富力""和""维可倚""等品牌的洗涤用品和磺酸、精甘油、AES等化工原料的开发、生产和销售"
122,524,岭南控股,广州岭南集团控股股份有限公司,广州市,越秀区,313719.52,10020.3,5549,1993-11-18,--,,餐饮,主营业务:酒店管理业务、酒店经营业务、出租车与租赁车业务,酒店管理业务、酒店经营业务、出租车与租赁车业务
123,525,红太阳,南京红太阳股份有限公司,南京市,高淳区,271128.75,38180.64,3438,1993-10-28,--,,农药,主营业务:原药和制剂产品的生产销售、化肥生态肥的销售,原药和制剂产品的生产销售、化肥生态肥的销售
124,526,紫光学大,厦门紫光学大股份有限公司,厦门市,湖里区,165693.88,10109.69,15227,1993-11-01,--,,教育培训,主营业务:教育培训服务,教育培训服务
125,528,柳工,广西柳工机械股份有限公司,柳州市,柳南区,975426.84,58596.96,8420,1993-11-18,--,,工程机械,主营业务:装载机、挖掘机、起重机、压路机、叉车、平地机、推土机、铣刨机、摊铺机、滑移装载机、挖掘装载机等工程机械及配件的生产、销售，以及融资租赁业务,装载机、挖掘机、起重机、压路机、叉车、平地机、推土机、铣刨机、摊铺机、滑移装载机、挖掘装载机等工程机械及配件的生产、销售，以及融资租赁业务
126,529,广弘控股,广东广弘控股股份有限公司,广州市,天河区,110396.4,5867.06,902,1993-11-18,--,,肉制品,主营业务:肉类食品供应和教育出版物发行,肉类食品供应和教育出版物发行
127,530,大冷股份,大连冷冻机股份有限公司,大连市,沙河口区,102907.85,5901.75,1726,1993-12-08,--,,制冷空调设备,主营业务:工业制冷、食品冷冻冷藏、中央及商用空调以及制冷部件等制冷设备的生产和安装。,工业制冷、食品冷冻冷藏、中央及商用空调以及制冷部件等制冷设备的生产和安装。
128,531,穗恒运A,广州恒运企业集团股份有限公司,广州市,萝岗区,154537.96,3839.86,1227,1994-01-06,--,,火电,主营业务:电力、热力的生产和销售,电力、热力的生产和销售
129,532,华金资本,珠海华金资本股份有限公司,珠海市,香洲区,15637.99,1511.3,645,1994-01-03,--,,电子零部件,主营业务:从事投资与资产管理、电子设备制造、电子器件制造、水质净化等业务。,从事投资与资产管理、电子设备制造、电子器件制造、水质净化等业务。
130,533,顺钠股份,广东顺钠电气股份有限公司,佛山市,顺德区,705848.14,1452.27,1562,1994-01-03,--,,厨卫电器,主营业务:输配电设备业务、供应链管理业务,输配电设备业务、供应链管理业务
131,534,万泽股份,万泽实业股份有限公司,汕头市,龙湖区,1030.35,2279.9,389,1994-01-10,--,,房地产开发,主营业务:房地产商品开发销售,房地产商品开发销售
132,536,华映科技,华映科技(集团)股份有限公司,福州市,马尾区,228882.84,-27123.74,4923,1993-11-26,--,,显示器件,主营业务:从事新型平板显示器件、液晶显示屏、模组及零部件的研发、设计、生产、销售和售后服务。,从事新型平板显示器件、液晶显示屏、模组及零部件的研发、设计、生产、销售和售后服务。
133,537,广宇发展,天津广宇发展股份有限公司,天津市,滨海新区,990783.92,166891.97,1777,1993-12-10,--,,房地产开发,主营业务:房地产开发与销售,房地产开发与销售
134,538,云南白药,云南白药集团股份有限公司,昆明市,呈贡区,1297358.82,163306.36,8294,1993-12-15,--,,中药生产,主营业务:制造和销售以云南白药系列产品和天然植物药系列产品为主的各类药品。,制造和销售以云南白药系列产品和天然植物药系列产品为主的各类药品。
135,539,粤电力A,广东电力发展股份有限公司,广州市,天河区,1389498.52,44883.35,6957,1993-11-26,--,,火电,主营业务:主要从事电力项目的投资、建设和经营管理，电力的生产和销售业务,主要从事电力项目的投资、建设和经营管理，电力的生产和销售业务
136,540,中天金融,中天金融集团股份有限公司,贵阳市,贵阳市,421387.13,473907.35,5507,1994-02-02,--,,房地产开发,主营业务:房地产及金融业务,房地产及金融业务
137,541,佛山照明,佛山电器照明股份有限公司,佛山市,禅城区,206477.93,22927.75,9209,1993-11-23,--,,照明设备,主营业务:照明产品的生产、研发和销售,照明产品的生产、研发和销售
138,543,皖能电力,安徽省皖能股份有限公司,合肥市,包河区,586575.35,14073.56,3480,1993-12-20,--,,火电,主营业务:从事投资建设、经营管理以电力生产为主的能源项目,从事投资建设、经营管理以电力生产为主的能源项目
139,544,中原环保,中原环保股份有限公司,郑州市,金水区,48193.69,17674.68,1176,1993-12-08,--,,污水处理,主营业务:城市污水处理和集中供热业务,城市污水处理和集中供热业务
140,545,金浦钛业,金浦钛业股份有限公司,吉林市,昌邑区,97023.09,6185.29,1074,1993-12-15,--,,其他化学原料,主营业务:钛白粉生产及销售,钛白粉生产及销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
141,546,金圆股份,金圆环保股份有限公司,长春市,朝阳区,358032.75,17005.61,3536,1993-12-15,--,,水泥,主营业务:以水泥、商砼业务为核心的建材产业和以固(危)废处置为核心的环保产业两大业务板块。,以水泥、商砼业务为核心的建材产业和以固(危)废处置为核心的环保产业两大业务板块。
142,547,航天发展,航天工业发展股份有限公司,福州市,台江区,99992.57,16779.03,1856,1993-11-30,--,,通信传输设备,主营业务:电子蓝军、指控通信、电磁安防和发电设备四大主营业务,电子蓝军、指控通信、电磁安防和发电设备四大主营业务
143,548,湖南投资,湖南投资集团股份有限公司,长沙市,芙蓉区,12477.47,2038.68,809,1993-12-20,--,,高速公路,主营业务:路桥收费、酒店经营和房地产开发,路桥收费、酒店经营和房地产开发
144,550,江铃汽车,江铃汽车股份有限公司,南昌市,青云谱区,1428749.73,31895.08,17341,1993-12-01,--,,商用车,主营业务:生产和销售商用车、SUV以及相关的零部件,生产和销售商用车、SUV以及相关的零部件
145,551,创元科技,创元科技股份有限公司,苏州市,虎丘区,150483.09,5318.49,3359,1994-01-06,--,,综合,主营业务:洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营,洁净环保工程及设备、输变电高压瓷绝缘子、滚针轴承、各类光机电算一体化测绘仪器、各类磨料磨具等产品的生产经营
